Date,Quarter,Top,Left,Result,Player,Distance (ft),ShotType,Season
Nov 20,2,194,122,make,Luka Doncic,18.0,2-pointer,2022
Nov 20,3,123,335,make,Luka Doncic,12.0,2-pointer,2022
Nov 20,3,292,353,miss,Luka Doncic,26.0,3-pointer,2022
Nov 20,3,316,309,miss,Luka Doncic,27.0,3-pointer,2022
Nov 20,3,89,275,miss,Luka Doncic,5.0,2-pointer,2022
Nov 20,3,97,273,make,Luka Doncic,5.0,2-pointer,2022
Nov 20,3,298,157,make,Luka Doncic,26.0,3-pointer,2022
Nov 20,3,111,258,miss,Luka Doncic,6.0,2-pointer,2022
Nov 20,4,64,15,miss,Luka Doncic,23.0,3-pointer,2022
Nov 20,4,393,311,miss,Luka Doncic,35.0,3-pointer,2022
Nov 23,1,105,87,make,Luka Doncic,16.0,2-pointer,2022
Nov 23,1,221,35,make,Luka Doncic,27.0,3-pointer,2022
Nov 23,1,151,353,make,Luka Doncic,15.0,2-pointer,2022
Nov 23,1,331,325,miss,Luka Doncic,29.0,3-pointer,2022
Nov 23,1,138,252,miss,Luka Doncic,9.0,2-pointer,2022
Nov 23,1,94,265,make,Luka Doncic,5.0,2-pointer,2022
Nov 23,1,247,57,miss,Luka Doncic,27.0,3-pointer,2022
Nov 23,1,163,187,miss,Luka Doncic,12.0,2-pointer,2022
Nov 23,1,138,323,make,Luka Doncic,12.0,2-pointer,2022
Nov 23,1,187,277,make,Luka Doncic,14.0,2-pointer,2022
Nov 23,2,220,122,make,Luka Doncic,21.0,2-pointer,2022
Nov 23,2,199,265,make,Luka Doncic,15.0,2-pointer,2022
Nov 23,2,149,128,make,Luka Doncic,15.0,2-pointer,2022
Nov 23,3,220,168,make,Luka Doncic,18.0,2-pointer,2022
Nov 23,3,243,67,make,Luka Doncic,26.0,3-pointer,2022
Nov 23,3,83,310,make,Luka Doncic,8.0,2-pointer,2022
Nov 23,3,304,317,miss,Luka Doncic,26.0,3-pointer,2022
Nov 23,3,100,213,make,Luka Doncic,5.0,2-pointer,2022
Nov 23,3,126,378,miss,Luka Doncic,16.0,2-pointer,2022
Nov 23,3,53,236,make,Luka Doncic,0.0,2-pointer,2022
Nov 23,3,102,244,miss,Luka Doncic,5.0,2-pointer,2022
Nov 23,3,177,309,make,Luka Doncic,14.0,2-pointer,2022
Nov 23,3,317,117,miss,Luka Doncic,29.0,3-pointer,2022
Nov 23,4,180,237,make,Luka Doncic,13.0,2-pointer,2022
Nov 23,4,289,362,make,Luka Doncic,27.0,3-pointer,2022
Nov 23,4,173,127,miss,Luka Doncic,17.0,2-pointer,2022
Nov 23,4,67,244,miss,Luka Doncic,1.0,2-pointer,2022
Nov 23,4,303,326,miss,Luka Doncic,26.0,3-pointer,2022
Nov 26,1,202,27,miss,Luka Doncic,26.0,3-pointer,2022
Nov 26,1,89,223,make,Luka Doncic,4.0,2-pointer,2022
Nov 26,1,211,368,miss,Luka Doncic,20.0,2-pointer,2022
Nov 26,2,174,298,make,Luka Doncic,13.0,2-pointer,2022
Nov 26,2,373,75,make,Luka Doncic,36.0,3-pointer,2022
Nov 26,3,164,117,miss,Luka Doncic,17.0,2-pointer,2022
Nov 26,3,118,192,miss,Luka Doncic,8.0,2-pointer,2022
Nov 26,3,314,122,make,Luka Doncic,29.0,3-pointer,2022
Nov 26,3,136,140,make,Luka Doncic,13.0,2-pointer,2022
Nov 26,3,53,239,make,Luka Doncic,0.0,2-pointer,2022
Nov 26,3,267,80,miss,Luka Doncic,27.0,3-pointer,2022
Nov 26,3,108,78,miss,Luka Doncic,17.0,2-pointer,2022
Nov 26,4,71,254,miss,Luka Doncic,2.0,2-pointer,2022
Nov 26,4,61,238,make,Luka Doncic,1.0,2-pointer,2022
Nov 26,4,128,227,make,Luka Doncic,8.0,2-pointer,2022
Nov 27,1,321,228,make,Luka Doncic,27.0,3-pointer,2022
Nov 27,1,110,151,make,Luka Doncic,11.0,2-pointer,2022
Nov 27,1,194,18,miss,Luka Doncic,26.0,3-pointer,2022
Nov 27,1,54,238,make,Luka Doncic,0.0,2-pointer,2022
Nov 27,1,66,265,miss,Luka Doncic,3.0,2-pointer,2022
Nov 27,1,276,64,miss,Luka Doncic,28.0,3-pointer,2022
Nov 27,1,313,172,make,Luka Doncic,27.0,3-pointer,2022
Nov 27,1,152,182,make,Luka Doncic,12.0,2-pointer,2022
Nov 27,2,82,289,miss,Luka Doncic,6.0,2-pointer,2022
Nov 27,2,105,169,make,Luka Doncic,9.0,2-pointer,2022
Nov 27,3,175,123,make,Luka Doncic,17.0,2-pointer,2022
Nov 27,3,198,163,make,Luka Doncic,16.0,2-pointer,2022
Nov 27,3,94,323,miss,Luka Doncic,9.0,2-pointer,2022
Nov 27,3,178,196,miss,Luka Doncic,13.0,2-pointer,2022
Nov 27,3,175,249,make,Luka Doncic,12.0,2-pointer,2022
Nov 27,4,316,165,miss,Luka Doncic,27.0,3-pointer,2022
Nov 27,4,163,308,miss,Luka Doncic,13.0,2-pointer,2022
Nov 27,4,298,155,make,Luka Doncic,26.0,3-pointer,2022
Nov 27,4,263,101,miss,Luka Doncic,25.0,3-pointer,2022
Nov 27,4,206,273,miss,Luka Doncic,16.0,2-pointer,2022
Nov 29,1,130,307,miss,Luka Doncic,10.0,2-pointer,2022
Nov 29,1,67,247,make,Luka Doncic,2.0,2-pointer,2022
Nov 29,1,299,91,miss,Luka Doncic,29.0,3-pointer,2022
Nov 29,1,87,252,miss,Luka Doncic,4.0,2-pointer,2022
Nov 29,1,272,83,make,Luka Doncic,27.0,3-pointer,2022
Nov 29,1,92,250,miss,Luka Doncic,4.0,2-pointer,2022
Nov 29,1,243,57,miss,Luka Doncic,26.0,3-pointer,2022
Nov 29,1,88,180,make,Luka Doncic,7.0,2-pointer,2022
Nov 29,2,78,190,make,Luka Doncic,6.0,2-pointer,2022
Nov 29,2,63,297,miss,Luka Doncic,6.0,2-pointer,2022
Nov 29,2,51,254,make,Luka Doncic,1.0,2-pointer,2022
Nov 29,2,105,185,miss,Luka Doncic,8.0,2-pointer,2022
Nov 29,2,76,294,miss,Luka Doncic,6.0,2-pointer,2022
Nov 29,3,313,149,make,Luka Doncic,28.0,3-pointer,2022
Nov 29,3,266,100,make,Luka Doncic,26.0,3-pointer,2022
Nov 29,3,94,214,miss,Luka Doncic,5.0,2-pointer,2022
Nov 29,3,90,176,make,Luka Doncic,7.0,2-pointer,2022
Nov 29,3,137,256,make,Luka Doncic,9.0,2-pointer,2022
Nov 29,3,90,267,make,Luka Doncic,5.0,2-pointer,2022
Nov 29,3,254,402,miss,Luka Doncic,26.0,3-pointer,2022
Nov 29,4,300,199,make,Luka Doncic,25.0,3-pointer,2022
Nov 29,4,104,156,make,Luka Doncic,10.0,2-pointer,2022
Nov 29,4,228,47,miss,Luka Doncic,26.0,3-pointer,2022
Nov 29,4,228,291,miss,Luka Doncic,18.0,2-pointer,2022
Nov 29,4,238,376,make,Luka Doncic,23.0,2-pointer,2022
Nov 29,4,166,19,miss,Luka Doncic,25.0,3-pointer,2022
Nov 29,4,162,327,make,Luka Doncic,14.0,2-pointer,2022
Dec 1,1,61,258,make,Luka Doncic,2.0,2-pointer,2022
Dec 1,1,277,374,make,Luka Doncic,26.0,3-pointer,2022
Dec 1,1,281,377,make,Luka Doncic,27.0,3-pointer,2022
Dec 1,1,299,127,make,Luka Doncic,27.0,3-pointer,2022
Dec 1,1,292,362,miss,Luka Doncic,27.0,3-pointer,2022
Dec 1,1,55,215,make,Luka Doncic,3.0,2-pointer,2022
Dec 1,1,319,182,miss,Luka Doncic,27.0,3-pointer,2022
Dec 1,1,105,176,miss,Luka Doncic,8.0,2-pointer,2022
Dec 1,2,36,141,make,Luka Doncic,10.0,2-pointer,2022
Dec 1,2,320,260,miss,Luka Doncic,27.0,3-pointer,2022
Dec 1,2,203,32,make,Luka Doncic,26.0,3-pointer,2022
Dec 1,2,308,312,miss,Luka Doncic,27.0,3-pointer,2022
Dec 1,3,116,107,miss,Luka Doncic,15.0,2-pointer,2022
Dec 1,3,68,128,miss,Luka Doncic,11.0,2-pointer,2022
Dec 1,3,53,338,make,Luka Doncic,10.0,2-pointer,2022
Dec 1,3,298,95,make,Luka Doncic,29.0,3-pointer,2022
Dec 1,3,213,22,make,Luka Doncic,27.0,3-pointer,2022
Dec 1,3,365,107,miss,Luka Doncic,34.0,3-pointer,2022
Dec 1,3,59,87,miss,Luka Doncic,15.0,2-pointer,2022
Dec 1,4,186,283,miss,Luka Doncic,14.0,2-pointer,2022
Dec 1,4,311,333,miss,Luka Doncic,27.0,3-pointer,2022
Dec 1,4,234,37,miss,Luka Doncic,27.0,3-pointer,2022
Dec 1,4,234,27,make,Luka Doncic,28.0,3-pointer,2022
Dec 1,1,180,179,make,Luka Doncic,14.0,2-pointer,2022
Dec 1,1,67,262,make,Luka Doncic,3.0,2-pointer,2022
Dec 3,1,105,283,miss,Luka Doncic,7.0,2-pointer,2022
Dec 3,1,108,221,miss,Luka Doncic,6.0,2-pointer,2022
Dec 3,1,282,358,miss,Luka Doncic,26.0,3-pointer,2022
Dec 3,1,303,288,miss,Luka Doncic,25.0,3-pointer,2022
Dec 3,1,298,324,make,Luka Doncic,26.0,3-pointer,2022
Dec 3,1,279,379,miss,Luka Doncic,27.0,3-pointer,2022
Dec 3,1,58,249,make,Luka Doncic,1.0,2-pointer,2022
Dec 3,1,268,410,miss,Luka Doncic,27.0,3-pointer,2022
Dec 3,2,193,269,miss,Luka Doncic,14.0,2-pointer,2022
Dec 3,2,63,273,miss,Luka Doncic,3.0,2-pointer,2022
Dec 3,2,51,240,make,Luka Doncic,0.0,2-pointer,2022
Dec 3,3,48,240,make,Luka Doncic,0.0,2-pointer,2022
Dec 3,3,277,361,make,Luka Doncic,25.0,3-pointer,2022
Dec 3,3,216,281,miss,Luka Doncic,17.0,2-pointer,2022
Dec 3,3,77,278,make,Luka Doncic,5.0,2-pointer,2022
Dec 3,3,49,223,make,Luka Doncic,2.0,2-pointer,2022
Dec 3,3,43,258,make,Luka Doncic,2.0,2-pointer,2022
Dec 3,3,320,254,make,Luka Doncic,27.0,3-pointer,2022
Dec 3,3,182,20,make,Luka Doncic,26.0,3-pointer,2022
Dec 3,3,283,333,miss,Luka Doncic,25.0,3-pointer,2022
Dec 3,3,146,242,make,Luka Doncic,9.0,2-pointer,2022
Dec 5,1,231,183,miss,Luka Doncic,19.0,2-pointer,2022
Dec 5,1,136,248,make,Luka Doncic,8.0,2-pointer,2022
Dec 5,1,63,237,make,Luka Doncic,1.0,2-pointer,2022
Dec 5,1,228,58,make,Luka Doncic,25.0,3-pointer,2022
Dec 5,1,292,333,miss,Luka Doncic,26.0,3-pointer,2022
Dec 5,1,204,45,miss,Luka Doncic,25.0,3-pointer,2022
Dec 5,1,61,237,make,Luka Doncic,1.0,2-pointer,2022
Dec 5,1,67,175,make,Luka Doncic,7.0,2-pointer,2022
Dec 5,2,303,202,make,Luka Doncic,25.0,3-pointer,2022
Dec 5,2,298,175,make,Luka Doncic,25.0,3-pointer,2022
Dec 5,2,259,96,miss,Luka Doncic,25.0,3-pointer,2022
Dec 5,2,70,210,make,Luka Doncic,3.0,2-pointer,2022
Dec 5,2,294,123,make,Luka Doncic,27.0,3-pointer,2022
Dec 5,3,207,127,make,Luka Doncic,19.0,2-pointer,2022
Dec 5,3,314,331,miss,Luka Doncic,28.0,3-pointer,2022
Dec 5,3,223,119,miss,Luka Doncic,21.0,2-pointer,2022
Dec 5,3,113,148,make,Luka Doncic,11.0,2-pointer,2022
Dec 5,3,245,75,miss,Luka Doncic,25.0,3-pointer,2022
Dec 5,3,174,270,miss,Luka Doncic,13.0,2-pointer,2022
Dec 5,3,79,249,make,Luka Doncic,3.0,2-pointer,2022
Dec 6,1,274,118,miss,Luka Doncic,25.0,3-pointer,2022
Dec 6,1,157,267,miss,Luka Doncic,11.0,2-pointer,2022
Dec 6,1,111,198,miss,Luka Doncic,7.0,2-pointer,2022
Dec 6,1,295,360,make,Luka Doncic,27.0,3-pointer,2022
Dec 6,1,290,87,make,Luka Doncic,28.0,3-pointer,2022
Dec 6,1,353,147,miss,Luka Doncic,32.0,3-pointer,2022
Dec 6,2,267,118,make,Luka Doncic,25.0,3-pointer,2022
Dec 6,2,220,43,make,Luka Doncic,26.0,3-pointer,2022
Dec 6,3,154,465,miss,Luka Doncic,25.0,3-pointer,2022
Dec 6,3,115,259,miss,Luka Doncic,7.0,2-pointer,2022
Dec 6,3,75,470,miss,Luka Doncic,23.0,3-pointer,2022
Dec 6,3,93,192,miss,Luka Doncic,6.0,2-pointer,2022
Dec 6,3,274,95,miss,Luka Doncic,26.0,3-pointer,2022
Dec 6,3,146,234,make,Luka Doncic,9.0,2-pointer,2022
Dec 6,4,220,162,miss,Luka Doncic,18.0,2-pointer,2022
Dec 6,4,173,146,miss,Luka Doncic,15.0,2-pointer,2022
Dec 6,4,174,127,miss,Luka Doncic,17.0,2-pointer,2022
Dec 9,1,170,197,miss,Luka Doncic,12.0,2-pointer,2022
Dec 9,1,108,293,miss,Luka Doncic,8.0,2-pointer,2022
Dec 9,1,59,261,make,Luka Doncic,2.0,2-pointer,2022
Dec 9,1,204,43,make,Luka Doncic,25.0,3-pointer,2022
Dec 9,1,241,75,miss,Luka Doncic,25.0,3-pointer,2022
Dec 9,1,302,374,miss,Luka Doncic,28.0,3-pointer,2022
Dec 9,1,74,307,make,Luka Doncic,7.0,2-pointer,2022
Dec 9,1,280,152,make,Luka Doncic,24.0,3-pointer,2022
Dec 9,1,256,393,make,Luka Doncic,25.0,3-pointer,2022
Dec 9,1,205,363,make,Luka Doncic,20.0,2-pointer,2022
Dec 9,2,70,288,miss,Luka Doncic,5.0,2-pointer,2022
Dec 9,2,323,209,miss,Luka Doncic,27.0,3-pointer,2022
Dec 9,2,70,267,miss,Luka Doncic,3.0,2-pointer,2022
Dec 9,2,98,241,make,Luka Doncic,5.0,2-pointer,2022
Dec 9,2,137,351,miss,Luka Doncic,14.0,2-pointer,2022
Dec 9,3,59,280,make,Luka Doncic,4.0,2-pointer,2022
Dec 9,3,289,340,miss,Luka Doncic,26.0,3-pointer,2022
Dec 9,3,67,301,miss,Luka Doncic,6.0,2-pointer,2022
Dec 9,3,91,356,make,Luka Doncic,12.0,2-pointer,2022
Dec 9,3,168,229,make,Luka Doncic,12.0,2-pointer,2022
Dec 9,3,59,244,make,Luka Doncic,1.0,2-pointer,2022
Dec 9,3,159,223,miss,Luka Doncic,11.0,2-pointer,2022
Dec 9,3,166,25,miss,Luka Doncic,24.0,3-pointer,2022
Dec 9,4,266,85,miss,Luka Doncic,26.0,3-pointer,2022
Dec 9,4,184,177,make,Luka Doncic,15.0,2-pointer,2022
Dec 9,4,307,323,miss,Luka Doncic,27.0,3-pointer,2022
Dec 9,4,56,250,make,Luka Doncic,1.0,2-pointer,2022
Dec 9,4,323,108,miss,Luka Doncic,30.0,3-pointer,2022
Dec 12,1,282,98,make,Luka Doncic,27.0,3-pointer,2022
Dec 12,1,107,233,make,Luka Doncic,5.0,2-pointer,2022
Dec 12,1,125,187,miss,Luka Doncic,9.0,2-pointer,2022
Dec 12,1,299,76,miss,Luka Doncic,30.0,3-pointer,2022
Dec 12,1,59,266,miss,Luka Doncic,3.0,2-pointer,2022
Dec 12,1,80,122,make,Luka Doncic,12.0,2-pointer,2022
Dec 12,2,299,318,make,Luka Doncic,26.0,3-pointer,2022
Dec 12,2,253,67,miss,Luka Doncic,27.0,3-pointer,2022
Dec 12,2,58,299,make,Luka Doncic,6.0,2-pointer,2022
Dec 12,2,75,215,make,Luka Doncic,3.0,2-pointer,2022
Dec 12,2,71,305,make,Luka Doncic,7.0,2-pointer,2022
Dec 12,2,330,155,miss,Luka Doncic,29.0,3-pointer,2022
Dec 12,2,417,197,miss,Luka Doncic,37.0,3-pointer,2022
Dec 12,3,268,382,miss,Luka Doncic,26.0,3-pointer,2022
Dec 12,3,167,298,miss,Luka Doncic,13.0,2-pointer,2022
Dec 12,3,67,100,miss,Luka Doncic,14.0,2-pointer,2022
Dec 12,3,200,42,make,Luka Doncic,25.0,3-pointer,2022
Dec 12,3,60,130,miss,Luka Doncic,11.0,2-pointer,2022
Dec 12,3,70,179,make,Luka Doncic,6.0,2-pointer,2022
Dec 12,3,159,298,make,Luka Doncic,12.0,2-pointer,2022
Dec 12,3,359,382,miss,Luka Doncic,34.0,3-pointer,2022
Dec 12,3,69,82,miss,Luka Doncic,16.0,2-pointer,2022
Dec 12,4,113,147,miss,Luka Doncic,11.0,2-pointer,2022
Dec 12,4,169,187,make,Luka Doncic,13.0,2-pointer,2022
Dec 12,4,88,252,make,Luka Doncic,4.0,2-pointer,2022
Dec 12,4,123,193,make,Luka Doncic,8.0,2-pointer,2022
Dec 12,4,323,265,miss,Luka Doncic,27.0,3-pointer,2022
Dec 14,1,68,280,make,Luka Doncic,4.0,2-pointer,2022
Dec 14,1,289,108,miss,Luka Doncic,27.0,3-pointer,2022
Dec 14,1,148,217,miss,Luka Doncic,10.0,2-pointer,2022
Dec 14,1,73,318,miss,Luka Doncic,8.0,2-pointer,2022
Dec 14,1,174,184,make,Luka Doncic,13.0,2-pointer,2022
Dec 14,1,308,216,miss,Luka Doncic,26.0,3-pointer,2022
Dec 14,1,59,143,miss,Luka Doncic,10.0,2-pointer,2022
Dec 14,1,58,153,make,Luka Doncic,9.0,2-pointer,2022
Dec 14,2,68,289,miss,Luka Doncic,5.0,2-pointer,2022
Dec 14,2,54,210,miss,Luka Doncic,3.0,2-pointer,2022
Dec 14,2,152,177,miss,Luka Doncic,12.0,2-pointer,2022
Dec 14,2,53,261,miss,Luka Doncic,2.0,2-pointer,2022
Dec 14,2,294,143,make,Luka Doncic,26.0,3-pointer,2022
Dec 14,3,307,202,miss,Luka Doncic,26.0,3-pointer,2022
Dec 14,3,92,204,make,Luka Doncic,5.0,2-pointer,2022
Dec 14,3,299,252,make,Luka Doncic,25.0,3-pointer,2022
Dec 14,3,87,157,make,Luka Doncic,9.0,2-pointer,2022
Dec 14,3,283,355,miss,Luka Doncic,26.0,3-pointer,2022
Dec 14,4,70,188,make,Luka Doncic,5.0,2-pointer,2022
Dec 14,4,303,345,miss,Luka Doncic,27.0,3-pointer,2022
Dec 14,4,66,246,make,Luka Doncic,1.0,2-pointer,2022
Dec 14,4,269,379,miss,Luka Doncic,26.0,3-pointer,2022
Dec 14,4,47,179,miss,Luka Doncic,6.0,2-pointer,2022
Dec 16,1,65,346,miss,Luka Doncic,11.0,2-pointer,2022
Dec 16,1,161,15,miss,Luka Doncic,25.0,3-pointer,2022
Dec 16,1,61,252,make,Luka Doncic,1.0,2-pointer,2022
Dec 16,1,54,228,make,Luka Doncic,1.0,2-pointer,2022
Dec 16,1,74,248,miss,Luka Doncic,2.0,2-pointer,2022
Dec 16,1,73,307,miss,Luka Doncic,7.0,2-pointer,2022
Dec 16,1,302,341,make,Luka Doncic,27.0,3-pointer,2022
Dec 16,2,172,276,make,Luka Doncic,12.0,2-pointer,2022
Dec 16,2,263,92,make,Luka Doncic,26.0,3-pointer,2022
Dec 16,2,272,83,make,Luka Doncic,27.0,3-pointer,2022
Dec 16,2,144,315,make,Luka Doncic,12.0,2-pointer,2022
Dec 16,3,279,360,make,Luka Doncic,26.0,3-pointer,2022
Dec 16,3,69,241,make,Luka Doncic,2.0,2-pointer,2022
Dec 16,3,315,259,make,Luka Doncic,26.0,3-pointer,2022
Dec 16,3,320,345,miss,Luka Doncic,29.0,3-pointer,2022
Dec 16,3,59,241,make,Luka Doncic,1.0,2-pointer,2022
Dec 16,3,272,94,miss,Luka Doncic,26.0,3-pointer,2022
Dec 19,1,72,223,miss,Luka Doncic,3.0,2-pointer,2022
Dec 19,1,72,238,miss,Luka Doncic,2.0,2-pointer,2022
Dec 19,1,253,69,make,Luka Doncic,26.0,3-pointer,2022
Dec 19,1,92,466,miss,Luka Doncic,23.0,3-pointer,2022
Dec 19,1,269,104,make,Luka Doncic,26.0,3-pointer,2022
Dec 19,2,61,248,make,Luka Doncic,1.0,2-pointer,2022
Dec 19,2,78,221,miss,Luka Doncic,3.0,2-pointer,2022
Dec 19,2,262,85,miss,Luka Doncic,26.0,3-pointer,2022
Dec 19,2,187,26,make,Luka Doncic,25.0,3-pointer,2022
Dec 19,2,184,438,miss,Luka Doncic,24.0,3-pointer,2022
Dec 19,3,225,58,miss,Luka Doncic,25.0,3-pointer,2022
Dec 19,3,195,41,miss,Luka Doncic,24.0,3-pointer,2022
Dec 19,3,100,103,miss,Luka Doncic,14.0,2-pointer,2022
Dec 19,3,89,257,miss,Luka Doncic,4.0,2-pointer,2022
Dec 19,3,68,237,make,Luka Doncic,2.0,2-pointer,2022
Dec 19,3,183,231,miss,Luka Doncic,13.0,2-pointer,2022
Dec 19,3,173,217,miss,Luka Doncic,12.0,2-pointer,2022
Dec 21,1,73,219,make,Luka Doncic,3.0,2-pointer,2022
Dec 21,1,348,212,miss,Luka Doncic,30.0,3-pointer,2022
Dec 21,1,161,236,make,Luka Doncic,11.0,2-pointer,2022
Dec 21,1,338,287,miss,Luka Doncic,29.0,3-pointer,2022
Dec 21,2,263,73,make,Luka Doncic,27.0,3-pointer,2022
Dec 21,2,149,155,miss,Luka Doncic,13.0,2-pointer,2022
Dec 21,2,73,148,make,Luka Doncic,9.0,2-pointer,2022
Dec 21,2,125,151,make,Luka Doncic,11.0,2-pointer,2022
Dec 21,3,68,256,make,Luka Doncic,2.0,2-pointer,2022
Dec 21,3,78,115,make,Luka Doncic,13.0,2-pointer,2022
Dec 21,3,121,269,miss,Luka Doncic,7.0,2-pointer,2022
Dec 21,3,70,243,miss,Luka Doncic,2.0,2-pointer,2022
Dec 21,3,303,321,miss,Luka Doncic,26.0,3-pointer,2022
Dec 21,4,150,137,make,Luka Doncic,14.0,2-pointer,2022
Dec 21,4,223,241,miss,Luka Doncic,17.0,2-pointer,2022
Dec 23,1,313,269,miss,Luka Doncic,26.0,3-pointer,2022
Dec 23,1,269,397,make,Luka Doncic,27.0,3-pointer,2022
Dec 23,1,125,175,miss,Luka Doncic,10.0,2-pointer,2022
Dec 23,1,123,165,make,Luka Doncic,10.0,2-pointer,2022
Dec 23,1,282,118,miss,Luka Doncic,26.0,3-pointer,2022
Dec 23,1,123,314,make,Luka Doncic,10.0,2-pointer,2022
Dec 23,1,228,220,miss,Luka Doncic,18.0,2-pointer,2022
Dec 23,1,89,288,make,Luka Doncic,6.0,2-pointer,2022
Dec 23,1,213,35,make,Luka Doncic,26.0,3-pointer,2022
Dec 23,1,336,184,miss,Luka Doncic,29.0,3-pointer,2022
Dec 23,2,133,228,miss,Luka Doncic,8.0,2-pointer,2022
Dec 23,2,106,246,make,Luka Doncic,5.0,2-pointer,2022
Dec 23,2,63,268,make,Luka Doncic,3.0,2-pointer,2022
Dec 23,2,118,152,miss,Luka Doncic,11.0,2-pointer,2022
Dec 23,3,320,243,make,Luka Doncic,27.0,3-pointer,2022
Dec 23,3,304,330,miss,Luka Doncic,27.0,3-pointer,2022
Dec 23,3,171,323,make,Luka Doncic,14.0,2-pointer,2022
Dec 23,3,236,244,miss,Luka Doncic,18.0,2-pointer,2022
Dec 23,3,278,103,miss,Luka Doncic,26.0,3-pointer,2022
Dec 23,3,90,296,miss,Luka Doncic,7.0,2-pointer,2022
Dec 23,3,77,197,make,Luka Doncic,5.0,2-pointer,2022
Dec 23,4,218,27,make,Luka Doncic,27.0,3-pointer,2022
Dec 23,4,130,140,make,Luka Doncic,13.0,2-pointer,2022
Dec 23,4,123,312,make,Luka Doncic,10.0,2-pointer,2022
Dec 23,4,149,155,make,Luka Doncic,13.0,2-pointer,2022
Dec 23,4,67,261,make,Luka Doncic,3.0,2-pointer,2022
Dec 23,4,308,340,make,Luka Doncic,27.0,3-pointer,2022
Dec 23,4,310,353,miss,Luka Doncic,28.0,3-pointer,2022
Dec 23,4,128,159,miss,Luka Doncic,11.0,2-pointer,2022
Dec 23,4,343,308,make,Luka Doncic,30.0,3-pointer,2022
Dec 25,1,78,243,make,Luka Doncic,3.0,2-pointer,2022
Dec 25,1,313,342,make,Luka Doncic,28.0,3-pointer,2022
Dec 25,1,163,194,miss,Luka Doncic,12.0,2-pointer,2022
Dec 25,1,152,232,miss,Luka Doncic,10.0,2-pointer,2022
Dec 25,2,106,283,miss,Luka Doncic,7.0,2-pointer,2022
Dec 25,2,166,268,make,Luka Doncic,12.0,2-pointer,2022
Dec 25,3,87,224,make,Luka Doncic,4.0,2-pointer,2022
Dec 25,3,62,240,miss,Luka Doncic,1.0,2-pointer,2022
Dec 25,3,82,259,make,Luka Doncic,3.0,2-pointer,2022
Dec 25,3,51,67,make,Luka Doncic,17.0,2-pointer,2022
Dec 25,3,74,278,miss,Luka Doncic,4.0,2-pointer,2022
Dec 25,3,78,250,make,Luka Doncic,3.0,2-pointer,2022
Dec 25,4,312,147,miss,Luka Doncic,28.0,3-pointer,2022
Dec 25,4,107,238,make,Luka Doncic,5.0,2-pointer,2022
Dec 25,4,84,130,miss,Luka Doncic,11.0,2-pointer,2022
Dec 25,4,100,471,make,Luka Doncic,24.0,3-pointer,2022
Dec 27,1,78,259,make,Luka Doncic,3.0,2-pointer,2022
Dec 27,1,83,129,miss,Luka Doncic,12.0,2-pointer,2022
Dec 27,1,68,293,miss,Luka Doncic,6.0,2-pointer,2022
Dec 27,1,133,197,make,Luka Doncic,9.0,2-pointer,2022
Dec 27,1,102,283,make,Luka Doncic,7.0,2-pointer,2022
Dec 27,1,178,450,make,Luka Doncic,24.0,3-pointer,2022
Dec 27,1,93,228,make,Luka Doncic,4.0,2-pointer,2022
Dec 27,2,315,283,miss,Luka Doncic,27.0,3-pointer,2022
Dec 27,2,147,263,make,Luka Doncic,10.0,2-pointer,2022
Dec 27,2,68,233,make,Luka Doncic,2.0,2-pointer,2022
Dec 27,2,257,36,miss,Luka Doncic,29.0,3-pointer,2022
Dec 27,3,97,318,make,Luka Doncic,9.0,2-pointer,2022
Dec 27,3,100,272,make,Luka Doncic,6.0,2-pointer,2022
Dec 27,3,294,361,make,Luka Doncic,27.0,3-pointer,2022
Dec 27,3,123,339,make,Luka Doncic,12.0,2-pointer,2022
Dec 27,3,197,25,miss,Luka Doncic,26.0,3-pointer,2022
Dec 27,3,177,246,make,Luka Doncic,12.0,2-pointer,2022
Dec 27,3,164,232,miss,Luka Doncic,11.0,2-pointer,2022
Dec 27,3,163,85,miss,Luka Doncic,19.0,2-pointer,2022
Dec 27,4,83,259,make,Luka Doncic,4.0,2-pointer,2022
Dec 27,4,103,475,miss,Luka Doncic,24.0,3-pointer,2022
Dec 27,4,213,147,miss,Luka Doncic,18.0,2-pointer,2022
Dec 27,4,78,238,make,Luka Doncic,3.0,2-pointer,2022
Dec 27,4,63,222,make,Luka Doncic,2.0,2-pointer,2022
Dec 27,4,118,326,miss,Luka Doncic,11.0,2-pointer,2022
Dec 27,4,84,263,make,Luka Doncic,4.0,2-pointer,2022
Dec 27,4,70,135,make,Luka Doncic,11.0,2-pointer,2022
Dec 27,4,67,236,make,Luka Doncic,1.0,2-pointer,2022
Dec 27,4,53,240,make,Luka Doncic,0.0,2-pointer,2022
Dec 27,4,148,184,make,Luka Doncic,11.0,2-pointer,2022
Dec 27,1,153,334,make,Luka Doncic,14.0,2-pointer,2022
Dec 29,1,57,247,make,Luka Doncic,1.0,2-pointer,2022
Dec 29,1,314,213,make,Luka Doncic,26.0,3-pointer,2022
Dec 29,1,278,395,miss,Luka Doncic,27.0,3-pointer,2022
Dec 29,1,77,338,make,Luka Doncic,10.0,2-pointer,2022
Dec 29,1,364,239,miss,Luka Doncic,31.0,3-pointer,2022
Dec 29,1,59,276,make,Luka Doncic,4.0,2-pointer,2022
