Date,Quarter,Top,Left,Result,Player,Distance (ft),ShotType
Dec 1,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 1,1,177,419,make,Kobe Bryant,22.0,2-pointer
Dec 1,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 1,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 1,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 1,3,150,302,miss,Kobe Bryant,12.0,2-pointer
Dec 1,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 1,4,106,251,miss,Kobe Bryant,6.0,2-pointer
Dec 1,4,131,240,make,Kobe Bryant,8.0,2-pointer
Dec 1,4,272,345,miss,Kobe Bryant,25.0,3-pointer
Dec 1,4,307,220,make,Kobe Bryant,26.0,3-pointer
Dec 1,4,293,363,miss,Kobe Bryant,27.0,3-pointer
Dec 3,1,239,332,make,Kobe Bryant,21.0,2-pointer
Dec 3,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 3,1,210,112,miss,Kobe Bryant,20.0,2-pointer
Dec 3,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 3,2,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 3,2,127,74,miss,Kobe Bryant,18.0,2-pointer
Dec 3,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 3,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 3,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 3,3,200,445,make,Kobe Bryant,25.0,3-pointer
Dec 3,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 3,3,155,368,make,Kobe Bryant,17.0,2-pointer
Dec 3,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 3,4,116,174,make,Kobe Bryant,9.0,2-pointer
Dec 3,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 4,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 4,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 4,1,218,230,make,Kobe Bryant,17.0,2-pointer
Dec 4,1,86,299,miss,Kobe Bryant,7.0,2-pointer
Dec 4,1,257,156,miss,Kobe Bryant,22.0,2-pointer
Dec 4,2,257,141,make,Kobe Bryant,23.0,2-pointer
Dec 4,2,37,102,miss,Kobe Bryant,14.0,2-pointer
Dec 4,2,27,48,miss,Kobe Bryant,19.0,2-pointer
Dec 4,3,229,234,miss,Kobe Bryant,18.0,2-pointer
Dec 4,3,275,332,miss,Kobe Bryant,24.0,3-pointer
Dec 4,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 4,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 4,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 4,4,47,463,miss,Kobe Bryant,22.0,3-pointer
Dec 6,1,242,442,miss,Kobe Bryant,28.0,3-pointer
Dec 6,2,175,366,make,Kobe Bryant,18.0,2-pointer
Dec 6,2,44,399,miss,Kobe Bryant,16.0,2-pointer
Dec 6,2,93,407,miss,Kobe Bryant,17.0,2-pointer
Dec 6,3,118,311,miss,Kobe Bryant,10.0,2-pointer
Dec 6,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 6,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 6,3,188,355,miss,Kobe Bryant,18.0,2-pointer
Dec 6,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 6,3,81,334,make,Kobe Bryant,10.0,2-pointer
Dec 6,3,182,357,miss,Kobe Bryant,18.0,2-pointer
Dec 6,4,118,238,make,Kobe Bryant,7.0,2-pointer
Dec 6,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 6,4,103,206,make,Kobe Bryant,6.0,2-pointer
Dec 6,4,293,320,make,Kobe Bryant,26.0,3-pointer
Dec 6,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 6,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 6,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 6,4,167,350,make,Kobe Bryant,16.0,2-pointer
Dec 8,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 8,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 8,2,136,368,miss,Kobe Bryant,15.0,2-pointer
Dec 8,2,139,235,make,Kobe Bryant,9.0,2-pointer
Dec 8,2,185,255,miss,Kobe Bryant,14.0,2-pointer
Dec 8,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 8,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 8,2,187,253,miss,Kobe Bryant,14.0,2-pointer
Dec 8,3,246,248,miss,Kobe Bryant,20.0,2-pointer
Dec 8,3,98,324,make,Kobe Bryant,10.0,2-pointer
Dec 8,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 8,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 8,3,85,194,make,Kobe Bryant,6.0,2-pointer
Dec 8,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 8,4,50,389,miss,Kobe Bryant,15.0,2-pointer
Dec 8,4,31,2,miss,Kobe Bryant,24.0,3-pointer
Dec 8,4,72,274,miss,Kobe Bryant,4.0,2-pointer
Dec 8,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 10,1,111,241,miss,Kobe Bryant,6.0,2-pointer
Dec 10,1,157,388,miss,Kobe Bryant,18.0,2-pointer
Dec 10,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 10,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 10,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 10,1,175,230,make,Kobe Bryant,13.0,2-pointer
Dec 10,1,72,212,miss,Kobe Bryant,4.0,2-pointer
Dec 10,2,103,248,miss,Kobe Bryant,5.0,2-pointer
Dec 10,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 10,3,90,212,miss,Kobe Bryant,5.0,2-pointer
Dec 10,4,231,406,make,Kobe Bryant,25.0,3-pointer
Dec 10,4,63,102,miss,Kobe Bryant,14.0,2-pointer
Dec 13,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 13,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 13,1,95,258,miss,Kobe Bryant,5.0,2-pointer
Dec 13,1,252,163,make,Kobe Bryant,22.0,2-pointer
Dec 13,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 13,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 13,3,198,350,miss,Kobe Bryant,18.0,2-pointer
Dec 13,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 13,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 13,4,145,125,miss,Kobe Bryant,15.0,2-pointer
Dec 13,4,136,219,miss,Kobe Bryant,9.0,2-pointer
Dec 13,4,205,114,miss,Kobe Bryant,20.0,2-pointer
Dec 13,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 13,4,182,250,miss,Kobe Bryant,13.0,2-pointer
Dec 13,4,198,302,miss,Kobe Bryant,16.0,2-pointer
Dec 13,4,183,269,miss,Kobe Bryant,14.0,2-pointer
Dec 15,1,70,243,miss,Kobe Bryant,2.0,2-pointer
Dec 15,1,187,238,miss,Kobe Bryant,14.0,2-pointer
Dec 15,1,70,375,miss,Kobe Bryant,14.0,2-pointer
Dec 15,1,53,97,miss,Kobe Bryant,14.0,2-pointer
Dec 15,2,45,115,make,Kobe Bryant,13.0,2-pointer
Dec 15,2,41,151,miss,Kobe Bryant,9.0,2-pointer
Dec 15,3,58,317,make,Kobe Bryant,8.0,2-pointer
Dec 15,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 15,3,86,202,miss,Kobe Bryant,5.0,2-pointer
Dec 15,3,190,178,miss,Kobe Bryant,15.0,2-pointer
Dec 15,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 15,3,297,133,miss,Kobe Bryant,27.0,3-pointer
Dec 15,3,78,335,make,Kobe Bryant,10.0,2-pointer
Dec 15,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 15,3,203,196,miss,Kobe Bryant,16.0,2-pointer
Dec 17,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 17,1,98,368,miss,Kobe Bryant,14.0,2-pointer
Dec 17,1,172,125,miss,Kobe Bryant,17.0,2-pointer
Dec 17,2,41,393,miss,Kobe Bryant,15.0,2-pointer
Dec 17,2,277,229,make,Kobe Bryant,23.0,2-pointer
Dec 17,2,159,87,miss,Kobe Bryant,19.0,2-pointer
Dec 17,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 17,3,193,399,make,Kobe Bryant,21.0,2-pointer
Dec 17,3,170,404,make,Kobe Bryant,20.0,2-pointer
Dec 17,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 17,3,218,165,make,Kobe Bryant,18.0,2-pointer
Dec 17,4,237,381,miss,Kobe Bryant,23.0,2-pointer
Dec 17,4,119,232,miss,Kobe Bryant,7.0,2-pointer
Dec 17,4,141,435,make,Kobe Bryant,22.0,2-pointer
Dec 19,1,191,373,miss,Kobe Bryant,19.0,2-pointer
Dec 19,1,239,120,make,Kobe Bryant,22.0,2-pointer
Dec 19,1,52,416,miss,Kobe Bryant,18.0,2-pointer
Dec 19,1,96,261,miss,Kobe Bryant,5.0,2-pointer
Dec 19,1,134,278,miss,Kobe Bryant,9.0,2-pointer
Dec 19,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 19,1,183,140,miss,Kobe Bryant,17.0,2-pointer
Dec 19,1,165,258,miss,Kobe Bryant,12.0,2-pointer
Dec 19,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 19,1,191,271,make,Kobe Bryant,14.0,2-pointer
Dec 19,2,251,241,miss,Kobe Bryant,20.0,2-pointer
Dec 19,2,219,352,miss,Kobe Bryant,20.0,2-pointer
Dec 19,2,111,168,miss,Kobe Bryant,9.0,2-pointer
Dec 19,2,132,261,miss,Kobe Bryant,8.0,2-pointer
Dec 19,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 19,2,63,342,miss,Kobe Bryant,10.0,2-pointer
Dec 19,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 19,2,41,398,miss,Kobe Bryant,16.0,2-pointer
Dec 19,3,188,155,miss,Kobe Bryant,16.0,2-pointer
Dec 19,3,149,245,miss,Kobe Bryant,10.0,2-pointer
Dec 19,3,50,368,make,Kobe Bryant,13.0,2-pointer
Dec 19,3,116,166,miss,Kobe Bryant,10.0,2-pointer
Dec 19,3,211,151,miss,Kobe Bryant,18.0,2-pointer
Dec 19,3,206,291,miss,Kobe Bryant,16.0,2-pointer
Dec 19,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 19,4,50,467,miss,Kobe Bryant,23.0,3-pointer
Dec 19,4,50,370,miss,Kobe Bryant,13.0,2-pointer
Dec 19,4,76,430,make,Kobe Bryant,19.0,2-pointer
Dec 19,4,113,417,miss,Kobe Bryant,19.0,2-pointer
Dec 20,1,88,211,miss,Kobe Bryant,5.0,2-pointer
Dec 20,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 20,1,85,353,miss,Kobe Bryant,12.0,2-pointer
Dec 20,1,37,357,make,Kobe Bryant,12.0,2-pointer
Dec 20,1,137,357,miss,Kobe Bryant,15.0,2-pointer
Dec 20,2,47,393,miss,Kobe Bryant,15.0,2-pointer
Dec 20,2,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 20,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 20,2,239,343,miss,Kobe Bryant,22.0,2-pointer
Dec 20,2,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 20,2,182,375,make,Kobe Bryant,19.0,2-pointer
Dec 20,2,41,66,miss,Kobe Bryant,17.0,2-pointer
Dec 20,3,155,117,make,Kobe Bryant,16.0,2-pointer
Dec 20,3,63,386,miss,Kobe Bryant,15.0,2-pointer
Dec 20,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 20,3,50,207,miss,Kobe Bryant,3.0,2-pointer
Dec 20,3,55,404,miss,Kobe Bryant,16.0,2-pointer
Dec 20,3,104,84,make,Kobe Bryant,17.0,2-pointer
Dec 20,3,106,426,make,Kobe Bryant,19.0,2-pointer
Dec 20,3,251,419,make,Kobe Bryant,27.0,3-pointer
Dec 20,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 20,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 20,4,62,99,make,Kobe Bryant,14.0,2-pointer
Dec 20,4,60,102,miss,Kobe Bryant,14.0,2-pointer
Dec 20,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 20,4,53,414,miss,Kobe Bryant,17.0,2-pointer
Dec 20,4,293,329,miss,Kobe Bryant,26.0,3-pointer
Dec 20,4,22,135,make,Kobe Bryant,11.0,2-pointer
Dec 20,4,90,118,miss,Kobe Bryant,13.0,2-pointer
Dec 20,4,200,243,miss,Kobe Bryant,15.0,2-pointer
Dec 20,4,311,329,miss,Kobe Bryant,28.0,3-pointer
Dec 20,1,42,399,miss,Kobe Bryant,16.0,2-pointer
Dec 20,1,47,-1,make,Kobe Bryant,24.0,3-pointer
Dec 20,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 22,1,164,312,miss,Kobe Bryant,13.0,2-pointer
Dec 22,1,187,348,make,Kobe Bryant,17.0,2-pointer
Dec 22,1,239,237,make,Kobe Bryant,19.0,2-pointer
Dec 22,1,63,66,miss,Kobe Bryant,17.0,2-pointer
Dec 22,1,264,225,make,Kobe Bryant,21.0,2-pointer
Dec 22,1,185,312,miss,Kobe Bryant,15.0,2-pointer
Dec 22,1,239,401,make,Kobe Bryant,25.0,3-pointer
Dec 22,1,78,437,make,Kobe Bryant,20.0,2-pointer
Dec 22,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 22,2,177,307,miss,Kobe Bryant,14.0,2-pointer
Dec 22,2,191,165,make,Kobe Bryant,16.0,2-pointer
Dec 22,2,58,398,make,Kobe Bryant,16.0,2-pointer
Dec 22,2,160,68,make,Kobe Bryant,20.0,2-pointer
Dec 22,2,259,89,make,Kobe Bryant,26.0,3-pointer
Dec 22,2,111,220,miss,Kobe Bryant,6.0,2-pointer
Dec 22,3,121,68,make,Kobe Bryant,19.0,2-pointer
Dec 22,3,219,284,miss,Kobe Bryant,17.0,2-pointer
Dec 22,3,67,416,miss,Kobe Bryant,18.0,2-pointer
Dec 22,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 22,4,124,370,miss,Kobe Bryant,15.0,2-pointer
Dec 22,4,109,237,miss,Kobe Bryant,6.0,2-pointer
Dec 22,4,91,140,make,Kobe Bryant,11.0,2-pointer
Dec 22,4,70,120,miss,Kobe Bryant,12.0,2-pointer
Dec 22,4,144,287,miss,Kobe Bryant,11.0,2-pointer
Dec 22,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 25,1,254,243,make,Kobe Bryant,20.0,2-pointer
Dec 25,1,185,370,make,Kobe Bryant,19.0,2-pointer
Dec 25,1,47,81,make,Kobe Bryant,16.0,2-pointer
Dec 25,1,52,135,miss,Kobe Bryant,11.0,2-pointer
Dec 25,2,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 25,2,53,378,make,Kobe Bryant,14.0,2-pointer
Dec 25,2,178,127,miss,Kobe Bryant,17.0,2-pointer
Dec 25,2,177,375,miss,Kobe Bryant,19.0,2-pointer
Dec 25,2,98,248,miss,Kobe Bryant,5.0,2-pointer
Dec 25,2,183,217,make,Kobe Bryant,14.0,2-pointer
Dec 25,2,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 25,2,50,240,miss,Kobe Bryant,0.0,2-pointer
Dec 25,3,109,77,miss,Kobe Bryant,17.0,2-pointer
Dec 25,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 25,3,114,261,miss,Kobe Bryant,7.0,2-pointer
Dec 25,3,195,118,miss,Kobe Bryant,19.0,2-pointer
Dec 25,4,198,31,miss,Kobe Bryant,26.0,3-pointer
Dec 25,4,149,188,miss,Kobe Bryant,11.0,2-pointer
Dec 25,4,190,100,miss,Kobe Bryant,20.0,2-pointer
Dec 25,4,185,158,miss,Kobe Bryant,16.0,2-pointer
Dec 25,4,136,115,miss,Kobe Bryant,15.0,2-pointer
Dec 25,4,302,234,make,Kobe Bryant,25.0,3-pointer
Dec 25,4,298,197,miss,Kobe Bryant,25.0,3-pointer
Dec 25,4,274,365,miss,Kobe Bryant,26.0,3-pointer
Dec 28,1,164,430,make,Kobe Bryant,22.0,2-pointer
Dec 28,1,113,64,make,Kobe Bryant,19.0,2-pointer
Dec 28,1,62,31,make,Kobe Bryant,21.0,2-pointer
Dec 28,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 28,1,152,238,make,Kobe Bryant,10.0,2-pointer
Dec 28,1,41,419,make,Kobe Bryant,18.0,2-pointer
Dec 28,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 28,1,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 28,1,131,297,make,Kobe Bryant,10.0,2-pointer
Dec 28,2,44,416,miss,Kobe Bryant,18.0,2-pointer
Dec 28,2,65,304,miss,Kobe Bryant,7.0,2-pointer
Dec 28,2,42,417,miss,Kobe Bryant,18.0,2-pointer
Dec 28,2,106,404,miss,Kobe Bryant,17.0,2-pointer
Dec 28,2,200,304,miss,Kobe Bryant,16.0,2-pointer
Dec 28,3,57,472,make,Kobe Bryant,23.0,3-pointer
Dec 28,3,239,241,miss,Kobe Bryant,19.0,2-pointer
Dec 28,3,159,426,miss,Kobe Bryant,22.0,2-pointer
Dec 28,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 28,3,228,416,miss,Kobe Bryant,25.0,3-pointer
Dec 28,3,111,404,miss,Kobe Bryant,18.0,2-pointer
Dec 28,3,159,94,make,Kobe Bryant,18.0,2-pointer
Dec 28,3,37,404,make,Kobe Bryant,16.0,2-pointer
Dec 28,3,200,434,make,Kobe Bryant,25.0,3-pointer
Dec 28,4,49,422,miss,Kobe Bryant,18.0,2-pointer
Dec 28,4,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 29,1,205,337,miss,Kobe Bryant,18.0,2-pointer
Dec 29,1,200,325,miss,Kobe Bryant,17.0,2-pointer
Dec 29,1,191,240,miss,Kobe Bryant,14.0,2-pointer
Dec 29,1,80,368,make,Kobe Bryant,13.0,2-pointer
Dec 29,1,191,350,miss,Kobe Bryant,18.0,2-pointer
Dec 29,1,298,440,miss,Kobe Bryant,32.0,3-pointer
Dec 29,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 29,3,173,299,miss,Kobe Bryant,14.0,2-pointer
Dec 29,3,223,299,make,Kobe Bryant,18.0,2-pointer
Dec 29,3,214,314,miss,Kobe Bryant,18.0,2-pointer
Dec 29,3,41,368,miss,Kobe Bryant,13.0,2-pointer
Dec 29,3,191,258,make,Kobe Bryant,14.0,2-pointer
Dec 29,3,200,317,miss,Kobe Bryant,17.0,2-pointer
Dec 29,3,50,240,make,Kobe Bryant,0.0,2-pointer
Dec 29,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 4,1,203,296,make,Kobe Bryant,16.0,2-pointer
Jan 4,1,257,161,miss,Kobe Bryant,22.0,2-pointer
Jan 4,1,76,343,make,Kobe Bryant,11.0,2-pointer
Jan 4,1,233,132,make,Kobe Bryant,21.0,2-pointer
Jan 4,1,224,335,make,Kobe Bryant,20.0,2-pointer
Jan 4,1,420,117,miss,Kobe Bryant,39.0,3-pointer
Jan 4,2,241,158,make,Kobe Bryant,21.0,2-pointer
Jan 4,2,244,394,miss,Kobe Bryant,25.0,3-pointer
Jan 4,2,139,398,make,Kobe Bryant,18.0,2-pointer
Jan 4,2,60,342,miss,Kobe Bryant,10.0,2-pointer
Jan 4,2,113,329,make,Kobe Bryant,11.0,2-pointer
Jan 4,2,303,253,miss,Kobe Bryant,25.0,3-pointer
Jan 4,3,49,427,make,Kobe Bryant,19.0,2-pointer
Jan 4,3,113,135,miss,Kobe Bryant,12.0,2-pointer
Jan 4,3,219,338,make,Kobe Bryant,20.0,2-pointer
Jan 4,3,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 4,3,180,227,miss,Kobe Bryant,13.0,2-pointer
Jan 4,3,31,407,miss,Kobe Bryant,17.0,2-pointer
Jan 4,3,219,69,miss,Kobe Bryant,24.0,3-pointer
Jan 4,3,218,266,miss,Kobe Bryant,17.0,2-pointer
Jan 4,4,132,399,miss,Kobe Bryant,18.0,2-pointer
Jan 4,4,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 4,4,180,232,make,Kobe Bryant,13.0,2-pointer
Jan 4,4,302,196,miss,Kobe Bryant,26.0,3-pointer
Jan 4,4,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 4,4,187,432,miss,Kobe Bryant,24.0,2-pointer
Jan 4,4,183,89,make,Kobe Bryant,20.0,2-pointer
Jan 4,4,241,181,miss,Kobe Bryant,20.0,2-pointer
Jan 4,4,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 4,4,290,168,miss,Kobe Bryant,25.0,3-pointer
Jan 4,4,270,355,miss,Kobe Bryant,25.0,3-pointer
Jan 5,1,196,343,make,Kobe Bryant,18.0,2-pointer
Jan 5,1,187,294,make,Kobe Bryant,15.0,2-pointer
Jan 5,1,185,292,make,Kobe Bryant,14.0,2-pointer
Jan 5,1,47,386,make,Kobe Bryant,15.0,2-pointer
Jan 5,1,292,161,miss,Kobe Bryant,25.0,3-pointer
Jan 5,1,206,105,miss,Kobe Bryant,21.0,2-pointer
Jan 5,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 5,1,85,178,make,Kobe Bryant,7.0,2-pointer
Jan 5,1,159,366,miss,Kobe Bryant,17.0,2-pointer
Jan 5,1,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 5,1,191,266,miss,Kobe Bryant,14.0,2-pointer
Jan 5,2,111,201,make,Kobe Bryant,7.0,2-pointer
Jan 5,2,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 5,2,210,117,miss,Kobe Bryant,20.0,2-pointer
Jan 5,3,149,314,miss,Kobe Bryant,12.0,2-pointer
Jan 5,3,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 5,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 5,3,95,3,miss,Kobe Bryant,24.0,3-pointer
Jan 5,3,101,437,make,Kobe Bryant,20.0,2-pointer
Jan 5,3,198,161,miss,Kobe Bryant,17.0,2-pointer
Jan 5,4,185,138,make,Kobe Bryant,17.0,2-pointer
Jan 5,4,72,292,miss,Kobe Bryant,6.0,2-pointer
Jan 5,4,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 5,4,244,63,make,Kobe Bryant,26.0,3-pointer
Jan 5,4,39,104,make,Kobe Bryant,14.0,2-pointer
Jan 5,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 5,4,99,286,miss,Kobe Bryant,7.0,2-pointer
Jan 5,4,272,91,miss,Kobe Bryant,27.0,3-pointer
Jan 5,4,219,437,miss,Kobe Bryant,26.0,3-pointer
Jan 7,1,223,357,miss,Kobe Bryant,21.0,2-pointer
Jan 7,1,88,389,miss,Kobe Bryant,15.0,2-pointer
Jan 7,1,86,284,miss,Kobe Bryant,6.0,2-pointer
Jan 7,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 7,1,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 7,1,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 7,1,389,421,miss,Kobe Bryant,38.0,3-pointer
Jan 7,2,52,92,miss,Kobe Bryant,15.0,2-pointer
Jan 7,2,292,188,make,Kobe Bryant,25.0,3-pointer
Jan 7,2,277,115,make,Kobe Bryant,26.0,3-pointer
Jan 7,2,280,365,make,Kobe Bryant,26.0,3-pointer
Jan 7,2,277,358,make,Kobe Bryant,26.0,3-pointer
Jan 7,2,295,141,make,Kobe Bryant,26.0,3-pointer
Jan 7,2,257,376,make,Kobe Bryant,25.0,3-pointer
Jan 7,3,45,146,make,Kobe Bryant,9.0,2-pointer
Jan 7,3,262,109,make,Kobe Bryant,25.0,3-pointer
Jan 7,3,264,114,make,Kobe Bryant,25.0,3-pointer
Jan 7,3,283,141,make,Kobe Bryant,25.0,3-pointer
Jan 7,3,47,8,miss,Kobe Bryant,23.0,3-pointer
Jan 7,3,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 7,3,267,361,make,Kobe Bryant,25.0,3-pointer
Jan 7,3,293,329,make,Kobe Bryant,26.0,3-pointer
Jan 7,3,139,360,miss,Kobe Bryant,15.0,2-pointer
Jan 7,3,190,25,miss,Kobe Bryant,26.0,3-pointer
Jan 7,4,295,315,miss,Kobe Bryant,26.0,3-pointer
Jan 7,4,274,353,make,Kobe Bryant,25.0,3-pointer
Jan 7,4,300,183,miss,Kobe Bryant,26.0,3-pointer
Jan 7,4,280,133,miss,Kobe Bryant,25.0,3-pointer
Jan 10,1,83,384,miss,Kobe Bryant,15.0,2-pointer
Jan 10,1,206,437,miss,Kobe Bryant,25.0,3-pointer
Jan 10,1,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 10,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 10,2,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 10,2,41,467,miss,Kobe Bryant,23.0,3-pointer
Jan 10,2,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 10,2,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 10,3,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 10,3,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 10,3,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 10,3,154,56,miss,Kobe Bryant,21.0,2-pointer
Jan 12,1,247,196,make,Kobe Bryant,20.0,2-pointer
Jan 12,1,196,112,make,Kobe Bryant,19.0,2-pointer
Jan 12,1,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 12,1,298,227,miss,Kobe Bryant,25.0,3-pointer
Jan 12,1,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 12,2,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 12,2,113,286,make,Kobe Bryant,8.0,2-pointer
Jan 12,2,131,250,make,Kobe Bryant,8.0,2-pointer
Jan 12,2,55,68,miss,Kobe Bryant,17.0,2-pointer
Jan 12,2,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 12,3,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 12,3,239,69,miss,Kobe Bryant,25.0,3-pointer
Jan 12,3,264,360,miss,Kobe Bryant,25.0,3-pointer
Jan 12,3,31,125,miss,Kobe Bryant,12.0,2-pointer
Jan 12,3,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 12,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 12,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 12,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Jan 12,4,70,378,make,Kobe Bryant,14.0,2-pointer
Jan 12,4,81,414,miss,Kobe Bryant,18.0,2-pointer
Jan 12,4,50,240,make,Kobe Bryant,0.0,2-pointer
Jan 15,1,53,424,make,Kobe Bryant,18.0,2-pointer
Jan 15,1,76,384,make,Kobe Bryant,15.0,2-pointer
Jan 15,1,132,246,miss,Kobe Bryant,8.0,2-pointer
Jan 15,1,134,226,miss,Kobe Bryant,9.0,2-pointer
Jan 15,1,236,361,miss,Kobe Bryant,22.0,2-pointer
Jan 15,1,50,54,miss,Kobe Bryant,19.0,2-pointer
Jan 15,1,223,234,make,Kobe Bryant,17.0,2-pointer
Jan 15,1,85,92,miss,Kobe Bryant,15.0,2-pointer
