Date,Quarter,Top,Left,Result,Player,Distance (ft),ShotType
Feb 11,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 11,2,95,123,miss,Kobe Bryant,13.0,2-pointer
Feb 11,2,183,357,make,Kobe Bryant,18.0,2-pointer
Feb 11,2,44,422,make,Kobe Bryant,18.0,2-pointer
Feb 11,2,244,276,make,Kobe Bryant,20.0,2-pointer
Feb 11,2,203,370,miss,Kobe Bryant,20.0,2-pointer
Feb 11,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 11,3,302,266,miss,Kobe Bryant,25.0,3-pointer
Feb 11,3,53,122,make,Kobe Bryant,12.0,2-pointer
Feb 11,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 11,3,154,128,make,Kobe Bryant,15.0,2-pointer
Feb 11,3,228,345,miss,Kobe Bryant,21.0,2-pointer
Feb 11,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 11,3,295,325,make,Kobe Bryant,26.0,3-pointer
Feb 12,1,55,69,make,Kobe Bryant,17.0,2-pointer
Feb 12,1,155,401,make,Kobe Bryant,19.0,2-pointer
Feb 12,1,300,232,make,Kobe Bryant,25.0,3-pointer
Feb 12,1,58,393,make,Kobe Bryant,15.0,2-pointer
Feb 12,1,180,422,miss,Kobe Bryant,22.0,2-pointer
Feb 12,1,226,123,miss,Kobe Bryant,21.0,2-pointer
Feb 12,1,103,287,miss,Kobe Bryant,7.0,2-pointer
Feb 12,1,223,245,make,Kobe Bryant,17.0,2-pointer
Feb 12,1,65,407,miss,Kobe Bryant,17.0,2-pointer
Feb 12,2,52,86,make,Kobe Bryant,15.0,2-pointer
Feb 12,2,272,404,make,Kobe Bryant,28.0,3-pointer
Feb 12,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 12,2,224,411,make,Kobe Bryant,24.0,3-pointer
Feb 12,2,124,87,make,Kobe Bryant,17.0,2-pointer
Feb 12,2,78,409,make,Kobe Bryant,17.0,2-pointer
Feb 12,2,303,241,miss,Kobe Bryant,25.0,3-pointer
Feb 12,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 12,3,237,365,make,Kobe Bryant,22.0,2-pointer
Feb 12,3,90,419,miss,Kobe Bryant,18.0,2-pointer
Feb 12,3,257,222,miss,Kobe Bryant,21.0,2-pointer
Feb 12,3,98,412,miss,Kobe Bryant,18.0,2-pointer
Feb 12,3,57,426,make,Kobe Bryant,19.0,2-pointer
Feb 12,3,226,429,miss,Kobe Bryant,26.0,3-pointer
Feb 12,3,213,49,miss,Kobe Bryant,25.0,3-pointer
Feb 12,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 12,3,53,472,miss,Kobe Bryant,23.0,3-pointer
Feb 12,3,167,48,miss,Kobe Bryant,22.0,2-pointer
Feb 14,1,208,348,miss,Kobe Bryant,19.0,2-pointer
Feb 14,1,134,258,make,Kobe Bryant,9.0,2-pointer
Feb 14,1,68,299,miss,Kobe Bryant,6.0,2-pointer
Feb 14,1,104,229,make,Kobe Bryant,6.0,2-pointer
Feb 14,1,274,353,make,Kobe Bryant,25.0,3-pointer
Feb 14,1,201,365,miss,Kobe Bryant,20.0,2-pointer
Feb 14,1,36,102,make,Kobe Bryant,14.0,2-pointer
Feb 14,1,221,155,make,Kobe Bryant,19.0,2-pointer
Feb 14,1,154,61,miss,Kobe Bryant,21.0,2-pointer
Feb 14,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 14,2,183,363,miss,Kobe Bryant,18.0,2-pointer
Feb 14,2,91,138,make,Kobe Bryant,11.0,2-pointer
Feb 14,2,190,381,make,Kobe Bryant,20.0,2-pointer
Feb 14,2,127,77,make,Kobe Bryant,18.0,2-pointer
Feb 14,2,241,342,make,Kobe Bryant,22.0,2-pointer
Feb 14,2,116,214,make,Kobe Bryant,7.0,2-pointer
Feb 14,2,124,406,miss,Kobe Bryant,18.0,2-pointer
Feb 14,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 14,2,41,375,miss,Kobe Bryant,14.0,2-pointer
Feb 14,3,201,338,make,Kobe Bryant,18.0,2-pointer
Feb 14,3,34,380,miss,Kobe Bryant,14.0,2-pointer
Feb 14,3,214,337,miss,Kobe Bryant,19.0,2-pointer
Feb 14,3,101,366,make,Kobe Bryant,14.0,2-pointer
Feb 14,3,239,181,miss,Kobe Bryant,20.0,2-pointer
Feb 14,3,81,404,make,Kobe Bryant,17.0,2-pointer
Feb 14,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 14,3,210,49,miss,Kobe Bryant,25.0,3-pointer
Feb 14,3,14,350,miss,Kobe Bryant,12.0,2-pointer
Feb 14,3,152,230,miss,Kobe Bryant,10.0,2-pointer
Feb 14,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 14,4,108,235,make,Kobe Bryant,6.0,2-pointer
Feb 14,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 14,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 14,4,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 14,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 14,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 14,4,131,217,miss,Kobe Bryant,8.0,2-pointer
Feb 14,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 14,4,229,302,make,Kobe Bryant,19.0,2-pointer
Feb 14,4,305,261,make,Kobe Bryant,26.0,3-pointer
Feb 14,4,126,427,make,Kobe Bryant,20.0,2-pointer
Feb 16,1,187,370,miss,Kobe Bryant,19.0,2-pointer
Feb 16,1,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 16,1,63,366,miss,Kobe Bryant,13.0,2-pointer
Feb 16,1,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 16,1,206,371,make,Kobe Bryant,20.0,2-pointer
Feb 16,1,170,63,miss,Kobe Bryant,21.0,2-pointer
Feb 16,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 16,2,32,64,miss,Kobe Bryant,18.0,2-pointer
Feb 16,2,44,358,make,Kobe Bryant,12.0,2-pointer
Feb 16,2,81,348,make,Kobe Bryant,11.0,2-pointer
Feb 16,2,80,40,miss,Kobe Bryant,20.0,2-pointer
Feb 16,2,275,391,miss,Kobe Bryant,27.0,3-pointer
Feb 16,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 16,2,170,306,miss,Kobe Bryant,14.0,2-pointer
Feb 16,2,283,110,make,Kobe Bryant,27.0,3-pointer
Feb 16,3,93,115,make,Kobe Bryant,13.0,2-pointer
Feb 16,3,88,384,miss,Kobe Bryant,15.0,2-pointer
Feb 16,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 16,3,136,365,miss,Kobe Bryant,15.0,2-pointer
Feb 16,3,187,148,miss,Kobe Bryant,17.0,2-pointer
Feb 16,3,210,115,make,Kobe Bryant,20.0,2-pointer
Feb 16,3,262,234,miss,Kobe Bryant,21.0,2-pointer
Feb 16,4,257,224,miss,Kobe Bryant,21.0,2-pointer
Feb 16,4,188,232,make,Kobe Bryant,14.0,2-pointer
Feb 16,4,44,399,miss,Kobe Bryant,16.0,2-pointer
Feb 16,4,219,315,miss,Kobe Bryant,18.0,2-pointer
Feb 16,4,154,105,miss,Kobe Bryant,17.0,2-pointer
Feb 16,4,60,13,make,Kobe Bryant,23.0,3-pointer
Feb 16,4,177,467,make,Kobe Bryant,26.0,3-pointer
Feb 16,4,178,317,make,Kobe Bryant,15.0,2-pointer
Feb 16,4,297,273,miss,Kobe Bryant,25.0,3-pointer
Feb 18,1,109,358,make,Kobe Bryant,13.0,2-pointer
Feb 18,1,173,122,make,Kobe Bryant,17.0,2-pointer
Feb 18,1,223,214,make,Kobe Bryant,17.0,2-pointer
Feb 18,1,203,123,make,Kobe Bryant,19.0,2-pointer
Feb 18,1,96,81,make,Kobe Bryant,17.0,2-pointer
Feb 18,1,37,396,miss,Kobe Bryant,16.0,2-pointer
Feb 18,1,193,404,miss,Kobe Bryant,22.0,2-pointer
Feb 18,1,58,141,make,Kobe Bryant,10.0,2-pointer
Feb 18,1,34,61,miss,Kobe Bryant,18.0,2-pointer
Feb 18,2,122,92,make,Kobe Bryant,16.0,2-pointer
Feb 18,2,224,68,make,Kobe Bryant,24.0,3-pointer
Feb 18,2,216,59,miss,Kobe Bryant,25.0,3-pointer
Feb 18,2,80,145,miss,Kobe Bryant,10.0,2-pointer
Feb 18,2,150,373,miss,Kobe Bryant,17.0,2-pointer
Feb 18,2,52,407,miss,Kobe Bryant,17.0,2-pointer
Feb 18,3,132,407,miss,Kobe Bryant,19.0,2-pointer
Feb 18,3,129,158,make,Kobe Bryant,11.0,2-pointer
Feb 18,3,224,184,miss,Kobe Bryant,18.0,2-pointer
Feb 18,3,180,86,make,Kobe Bryant,20.0,2-pointer
Feb 18,3,57,335,make,Kobe Bryant,10.0,2-pointer
Feb 18,3,290,334,miss,Kobe Bryant,26.0,3-pointer
Feb 18,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 18,4,237,69,miss,Kobe Bryant,25.0,3-pointer
Feb 18,4,303,217,make,Kobe Bryant,25.0,3-pointer
Feb 18,4,249,340,miss,Kobe Bryant,22.0,2-pointer
Feb 18,4,274,120,make,Kobe Bryant,25.0,3-pointer
Feb 18,4,119,383,miss,Kobe Bryant,16.0,2-pointer
Feb 18,4,252,188,make,Kobe Bryant,21.0,2-pointer
Feb 18,4,265,404,miss,Kobe Bryant,27.0,3-pointer
Feb 18,4,42,450,miss,Kobe Bryant,21.0,2-pointer
Feb 18,4,272,350,miss,Kobe Bryant,25.0,3-pointer
Feb 18,1,223,138,miss,Kobe Bryant,20.0,2-pointer
Feb 18,1,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 18,1,78,324,miss,Kobe Bryant,9.0,2-pointer
Feb 18,1,95,283,make,Kobe Bryant,6.0,2-pointer
Feb 18,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 18,2,206,348,make,Kobe Bryant,19.0,2-pointer
Feb 18,2,300,222,miss,Kobe Bryant,25.0,3-pointer
Feb 19,1,254,105,make,Kobe Bryant,24.0,3-pointer
Feb 19,1,32,452,make,Kobe Bryant,21.0,2-pointer
Feb 19,1,32,92,make,Kobe Bryant,15.0,2-pointer
Feb 19,1,165,401,make,Kobe Bryant,20.0,2-pointer
Feb 19,1,254,102,make,Kobe Bryant,25.0,3-pointer
Feb 19,1,234,95,make,Kobe Bryant,23.0,2-pointer
Feb 19,1,208,123,miss,Kobe Bryant,20.0,2-pointer
Feb 19,1,201,173,make,Kobe Bryant,17.0,2-pointer
Feb 19,1,68,426,miss,Kobe Bryant,19.0,2-pointer
Feb 19,1,44,427,miss,Kobe Bryant,19.0,2-pointer
Feb 19,1,150,315,miss,Kobe Bryant,13.0,2-pointer
Feb 19,2,118,416,miss,Kobe Bryant,19.0,2-pointer
Feb 19,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 19,2,155,435,miss,Kobe Bryant,22.0,2-pointer
Feb 19,2,190,353,miss,Kobe Bryant,18.0,2-pointer
Feb 19,2,101,296,miss,Kobe Bryant,8.0,2-pointer
Feb 19,2,282,150,make,Kobe Bryant,25.0,3-pointer
Feb 19,3,279,248,miss,Kobe Bryant,23.0,2-pointer
Feb 19,3,32,72,miss,Kobe Bryant,17.0,2-pointer
Feb 19,3,251,386,make,Kobe Bryant,25.0,3-pointer
Feb 19,3,55,361,make,Kobe Bryant,12.0,2-pointer
Feb 19,3,305,227,miss,Kobe Bryant,26.0,3-pointer
Feb 19,4,307,214,miss,Kobe Bryant,26.0,3-pointer
Feb 19,4,50,373,make,Kobe Bryant,13.0,2-pointer
Feb 19,4,152,68,make,Kobe Bryant,20.0,2-pointer
Feb 19,4,226,366,miss,Kobe Bryant,22.0,2-pointer
Feb 19,4,188,74,make,Kobe Bryant,22.0,2-pointer
Feb 19,4,76,56,make,Kobe Bryant,19.0,2-pointer
Feb 19,4,86,38,miss,Kobe Bryant,21.0,2-pointer
Feb 21,1,210,49,make,Kobe Bryant,25.0,3-pointer
Feb 21,1,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 21,1,190,140,miss,Kobe Bryant,17.0,2-pointer
Feb 21,1,160,179,miss,Kobe Bryant,13.0,2-pointer
Feb 21,1,22,427,miss,Kobe Bryant,19.0,2-pointer
Feb 21,1,93,376,make,Kobe Bryant,14.0,2-pointer
Feb 21,1,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 21,1,168,358,make,Kobe Bryant,17.0,2-pointer
Feb 21,1,149,112,make,Kobe Bryant,16.0,2-pointer
Feb 21,1,157,384,miss,Kobe Bryant,18.0,2-pointer
Feb 21,1,170,347,miss,Kobe Bryant,16.0,2-pointer
Feb 21,2,164,386,make,Kobe Bryant,19.0,2-pointer
Feb 21,2,47,406,make,Kobe Bryant,17.0,2-pointer
Feb 21,2,285,166,miss,Kobe Bryant,25.0,3-pointer
Feb 21,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 21,2,95,403,miss,Kobe Bryant,17.0,2-pointer
Feb 21,2,36,442,make,Kobe Bryant,20.0,2-pointer
Feb 21,2,167,430,make,Kobe Bryant,22.0,2-pointer
Feb 21,2,155,107,miss,Kobe Bryant,17.0,2-pointer
Feb 21,3,180,104,miss,Kobe Bryant,19.0,2-pointer
Feb 21,3,252,86,make,Kobe Bryant,25.0,3-pointer
Feb 21,3,208,224,miss,Kobe Bryant,16.0,2-pointer
Feb 21,4,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 21,4,85,99,miss,Kobe Bryant,15.0,2-pointer
Feb 21,4,216,192,miss,Kobe Bryant,17.0,2-pointer
Feb 21,4,147,307,miss,Kobe Bryant,12.0,2-pointer
Feb 21,4,132,472,miss,Kobe Bryant,25.0,3-pointer
Feb 21,4,244,399,make,Kobe Bryant,25.0,3-pointer
Feb 21,4,280,320,miss,Kobe Bryant,24.0,3-pointer
Feb 21,4,22,89,miss,Kobe Bryant,15.0,2-pointer
Feb 21,4,76,77,make,Kobe Bryant,17.0,2-pointer
Feb 23,1,265,100,miss,Kobe Bryant,26.0,3-pointer
Feb 23,1,134,315,make,Kobe Bryant,11.0,2-pointer
Feb 23,1,162,393,miss,Kobe Bryant,19.0,2-pointer
Feb 23,1,159,467,miss,Kobe Bryant,25.0,3-pointer
Feb 23,1,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 23,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 23,1,287,376,make,Kobe Bryant,27.0,3-pointer
Feb 23,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 23,2,157,71,miss,Kobe Bryant,20.0,2-pointer
Feb 23,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 23,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 23,2,63,371,miss,Kobe Bryant,13.0,2-pointer
Feb 23,2,145,206,make,Kobe Bryant,10.0,2-pointer
Feb 23,2,42,401,make,Kobe Bryant,16.0,2-pointer
Feb 23,2,155,345,make,Kobe Bryant,15.0,2-pointer
Feb 23,3,177,130,miss,Kobe Bryant,17.0,2-pointer
Feb 23,3,252,230,miss,Kobe Bryant,20.0,2-pointer
Feb 23,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 23,3,53,365,miss,Kobe Bryant,13.0,2-pointer
Feb 23,3,293,330,miss,Kobe Bryant,26.0,3-pointer
Feb 23,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 23,3,195,284,miss,Kobe Bryant,15.0,2-pointer
Feb 23,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 23,3,308,307,miss,Kobe Bryant,27.0,3-pointer
Feb 23,3,205,302,miss,Kobe Bryant,17.0,2-pointer
Feb 23,3,307,174,miss,Kobe Bryant,27.0,3-pointer
Feb 23,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 23,4,57,361,make,Kobe Bryant,12.0,2-pointer
Feb 23,4,101,353,miss,Kobe Bryant,12.0,2-pointer
Feb 23,4,124,237,miss,Kobe Bryant,7.0,2-pointer
Feb 23,4,164,225,miss,Kobe Bryant,12.0,2-pointer
Feb 23,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 23,4,201,135,miss,Kobe Bryant,18.0,2-pointer
Feb 23,4,155,342,miss,Kobe Bryant,15.0,2-pointer
Feb 25,1,49,412,make,Kobe Bryant,17.0,2-pointer
Feb 25,1,124,241,miss,Kobe Bryant,7.0,2-pointer
Feb 25,1,47,345,miss,Kobe Bryant,11.0,2-pointer
Feb 25,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 25,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 25,2,22,399,miss,Kobe Bryant,16.0,2-pointer
Feb 25,2,256,237,make,Kobe Bryant,21.0,2-pointer
Feb 25,2,303,241,miss,Kobe Bryant,25.0,3-pointer
Feb 25,2,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 25,2,167,234,miss,Kobe Bryant,12.0,2-pointer
Feb 25,2,116,89,make,Kobe Bryant,16.0,2-pointer
Feb 25,2,241,82,miss,Kobe Bryant,25.0,3-pointer
Feb 25,3,98,380,make,Kobe Bryant,15.0,2-pointer
Feb 25,3,277,143,make,Kobe Bryant,25.0,3-pointer
Feb 25,3,219,166,miss,Kobe Bryant,18.0,2-pointer
Feb 25,3,118,40,miss,Kobe Bryant,21.0,2-pointer
Feb 25,3,134,396,make,Kobe Bryant,18.0,2-pointer
Feb 25,3,29,437,miss,Kobe Bryant,20.0,2-pointer
Feb 25,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 25,4,295,176,miss,Kobe Bryant,25.0,3-pointer
Feb 25,4,126,240,miss,Kobe Bryant,8.0,2-pointer
Feb 25,4,114,10,miss,Kobe Bryant,24.0,3-pointer
Feb 25,4,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 25,4,60,398,make,Kobe Bryant,16.0,2-pointer
Feb 25,4,21,403,miss,Kobe Bryant,17.0,2-pointer
Feb 25,4,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 27,1,298,197,make,Kobe Bryant,25.0,3-pointer
Feb 27,1,86,366,make,Kobe Bryant,13.0,2-pointer
Feb 27,1,150,99,make,Kobe Bryant,17.0,2-pointer
Feb 27,1,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 27,1,47,404,miss,Kobe Bryant,16.0,2-pointer
Feb 27,2,191,133,miss,Kobe Bryant,18.0,2-pointer
Feb 27,2,24,371,miss,Kobe Bryant,13.0,2-pointer
Feb 27,2,62,401,miss,Kobe Bryant,16.0,2-pointer
Feb 27,2,320,245,miss,Kobe Bryant,27.0,3-pointer
Feb 27,2,39,380,miss,Kobe Bryant,14.0,2-pointer
Feb 27,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 27,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Feb 27,3,131,135,make,Kobe Bryant,13.0,2-pointer
Feb 27,3,241,188,miss,Kobe Bryant,20.0,2-pointer
Feb 27,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 27,4,167,156,make,Kobe Bryant,14.0,2-pointer
Feb 27,4,236,153,miss,Kobe Bryant,21.0,2-pointer
Feb 27,4,29,114,miss,Kobe Bryant,13.0,2-pointer
Feb 27,4,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 27,4,155,192,miss,Kobe Bryant,12.0,2-pointer
Feb 27,4,65,426,miss,Kobe Bryant,19.0,2-pointer
Feb 27,4,160,365,make,Kobe Bryant,17.0,2-pointer
Feb 28,1,198,76,make,Kobe Bryant,22.0,2-pointer
Feb 28,1,242,319,miss,Kobe Bryant,21.0,2-pointer
Feb 28,1,60,306,make,Kobe Bryant,7.0,2-pointer
Feb 28,1,226,294,make,Kobe Bryant,18.0,2-pointer
Feb 28,1,290,345,make,Kobe Bryant,26.0,3-pointer
Feb 28,2,222,48,make,Kobe Bryant,26.0,3-pointer
Feb 28,2,210,450,miss,Kobe Bryant,26.0,3-pointer
Feb 28,2,214,54,miss,Kobe Bryant,25.0,3-pointer
Feb 28,2,298,307,miss,Kobe Bryant,26.0,3-pointer
Feb 28,2,213,334,miss,Kobe Bryant,19.0,2-pointer
Feb 28,2,83,332,make,Kobe Bryant,10.0,2-pointer
Feb 28,2,68,412,miss,Kobe Bryant,17.0,2-pointer
Feb 28,3,200,268,miss,Kobe Bryant,15.0,2-pointer
Feb 28,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 28,3,50,240,make,Kobe Bryant,0.0,2-pointer
Feb 28,3,149,99,miss,Kobe Bryant,17.0,2-pointer
Feb 28,3,308,225,miss,Kobe Bryant,26.0,3-pointer
Feb 28,3,63,378,miss,Kobe Bryant,14.0,2-pointer
Feb 28,3,206,292,miss,Kobe Bryant,16.0,2-pointer
Feb 28,3,31,384,miss,Kobe Bryant,15.0,2-pointer
Feb 28,3,88,429,miss,Kobe Bryant,19.0,2-pointer
Feb 28,4,58,314,miss,Kobe Bryant,7.0,2-pointer
Feb 28,4,195,452,make,Kobe Bryant,26.0,3-pointer
Feb 28,4,295,245,make,Kobe Bryant,25.0,3-pointer
Feb 28,4,269,416,miss,Kobe Bryant,28.0,3-pointer
Feb 28,4,188,458,miss,Kobe Bryant,26.0,3-pointer
Feb 28,4,283,155,miss,Kobe Bryant,25.0,3-pointer
Mar 5,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Mar 5,1,80,291,make,Kobe Bryant,6.0,2-pointer
Mar 5,1,190,309,miss,Kobe Bryant,16.0,2-pointer
Mar 5,1,210,132,make,Kobe Bryant,19.0,2-pointer
Mar 5,1,200,94,make,Kobe Bryant,21.0,2-pointer
Mar 5,1,165,53,miss,Kobe Bryant,22.0,2-pointer
Mar 5,1,111,81,miss,Kobe Bryant,17.0,2-pointer
Mar 5,2,50,117,miss,Kobe Bryant,12.0,2-pointer
Mar 5,2,147,77,miss,Kobe Bryant,19.0,2-pointer
Mar 5,2,50,240,miss,Kobe Bryant,0.0,2-pointer
Mar 5,2,298,271,miss,Kobe Bryant,25.0,3-pointer
Mar 5,2,85,202,miss,Kobe Bryant,5.0,2-pointer
Mar 5,3,221,324,make,Kobe Bryant,19.0,2-pointer
Mar 5,3,93,391,miss,Kobe Bryant,16.0,2-pointer
Mar 5,3,121,201,make,Kobe Bryant,8.0,2-pointer
Mar 5,3,129,240,make,Kobe Bryant,8.0,2-pointer
Mar 5,3,104,422,miss,Kobe Bryant,19.0,2-pointer
Mar 5,3,83,84,miss,Kobe Bryant,16.0,2-pointer
Mar 5,3,283,404,miss,Kobe Bryant,28.0,3-pointer
Mar 5,4,50,240,make,Kobe Bryant,0.0,2-pointer
Mar 5,4,50,240,make,Kobe Bryant,0.0,2-pointer
Mar 5,4,223,276,make,Kobe Bryant,18.0,2-pointer
Mar 5,4,247,317,miss,Kobe Bryant,21.0,2-pointer
Mar 5,4,113,240,miss,Kobe Bryant,6.0,2-pointer
Mar 5,4,288,138,miss,Kobe Bryant,26.0,3-pointer
Mar 5,4,37,123,miss,Kobe Bryant,12.0,2-pointer
Mar 7,1,172,373,make,Kobe Bryant,18.0,2-pointer
Mar 7,1,214,352,miss,Kobe Bryant,20.0,2-pointer
Mar 7,1,62,112,make,Kobe Bryant,13.0,2-pointer
Mar 7,1,170,386,miss,Kobe Bryant,19.0,2-pointer
Mar 7,1,254,398,make,Kobe Bryant,26.0,3-pointer
Mar 7,2,96,347,make,Kobe Bryant,12.0,2-pointer
Mar 7,2,170,130,miss,Kobe Bryant,16.0,2-pointer
Mar 7,2,118,250,miss,Kobe Bryant,7.0,2-pointer
Mar 7,2,39,416,make,Kobe Bryant,18.0,2-pointer
Mar 7,2,193,163,miss,Kobe Bryant,16.0,2-pointer
Mar 7,2,42,36,miss,Kobe Bryant,20.0,2-pointer
Mar 7,2,119,211,miss,Kobe Bryant,7.0,2-pointer
Mar 7,2,50,240,make,Kobe Bryant,0.0,2-pointer
Mar 7,3,41,81,miss,Kobe Bryant,16.0,2-pointer
Mar 7,3,96,368,make,Kobe Bryant,14.0,2-pointer
Mar 7,3,280,145,make,Kobe Bryant,25.0,3-pointer
Mar 7,4,214,143,make,Kobe Bryant,19.0,2-pointer
Mar 7,4,131,166,make,Kobe Bryant,11.0,2-pointer
Mar 7,4,229,363,miss,Kobe Bryant,22.0,2-pointer
Mar 7,4,305,279,miss,Kobe Bryant,26.0,3-pointer
Mar 7,4,224,153,miss,Kobe Bryant,19.0,2-pointer
Mar 7,4,257,105,miss,Kobe Bryant,25.0,3-pointer
Mar 7,4,208,112,make,Kobe Bryant,20.0,2-pointer
Mar 7,4,131,319,make,Kobe Bryant,11.0,2-pointer
Mar 9,1,224,352,make,Kobe Bryant,21.0,2-pointer
Mar 9,1,113,327,miss,Kobe Bryant,11.0,2-pointer
Mar 9,1,62,389,make,Kobe Bryant,15.0,2-pointer
Mar 9,1,328,250,miss,Kobe Bryant,28.0,3-pointer
Mar 9,1,259,110,miss,Kobe Bryant,25.0,3-pointer
Mar 9,2,187,143,miss,Kobe Bryant,17.0,2-pointer
Mar 9,2,47,403,miss,Kobe Bryant,16.0,2-pointer
Mar 9,2,108,232,make,Kobe Bryant,6.0,2-pointer
Mar 9,2,246,319,make,Kobe Bryant,21.0,2-pointer
Mar 9,2,149,365,make,Kobe Bryant,16.0,2-pointer
Mar 9,2,205,352,miss,Kobe Bryant,19.0,2-pointer
Mar 9,2,136,365,miss,Kobe Bryant,15.0,2-pointer
Mar 9,3,44,411,miss,Kobe Bryant,17.0,2-pointer
Mar 9,3,208,89,make,Kobe Bryant,22.0,2-pointer
Mar 9,3,50,240,make,Kobe Bryant,0.0,2-pointer
Mar 9,3,50,240,make,Kobe Bryant,0.0,2-pointer
Mar 9,3,191,202,miss,Kobe Bryant,15.0,2-pointer
Mar 9,3,190,118,miss,Kobe Bryant,19.0,2-pointer
Mar 9,4,188,137,miss,Kobe Bryant,17.0,2-pointer
Mar 9,4,75,141,miss,Kobe Bryant,10.0,2-pointer
Mar 11,1,150,381,miss,Kobe Bryant,17.0,2-pointer
Mar 11,1,81,143,make,Kobe Bryant,10.0,2-pointer
Mar 11,1,50,240,miss,Kobe Bryant,0.0,2-pointer
Mar 11,1,47,427,make,Kobe Bryant,19.0,2-pointer
Mar 11,1,50,240,make,Kobe Bryant,0.0,2-pointer
Mar 11,1,91,412,miss,Kobe Bryant,18.0,2-pointer
Mar 11,2,241,171,make,Kobe Bryant,20.0,2-pointer
Mar 11,2,247,314,make,Kobe Bryant,21.0,2-pointer
Mar 11,2,41,36,miss,Kobe Bryant,20.0,2-pointer
Mar 11,2,157,462,make,Kobe Bryant,25.0,3-pointer
Mar 11,2,39,393,miss,Kobe Bryant,15.0,2-pointer
Mar 11,2,247,412,miss,Kobe Bryant,26.0,3-pointer
Mar 11,2,60,158,make,Kobe Bryant,8.0,2-pointer
Mar 11,3,93,384,make,Kobe Bryant,15.0,2-pointer
Mar 11,3,60,406,miss,Kobe Bryant,17.0,2-pointer
Mar 11,3,50,240,make,Kobe Bryant,0.0,2-pointer
Mar 11,3,50,240,miss,Kobe Bryant,0.0,2-pointer
Mar 11,3,175,49,make,Kobe Bryant,23.0,2-pointer
Mar 11,3,231,64,miss,Kobe Bryant,25.0,3-pointer
Mar 11,4,210,94,miss,Kobe Bryant,22.0,2-pointer
Mar 11,4,50,240,miss,Kobe Bryant,0.0,2-pointer
Mar 11,4,50,240,make,Kobe Bryant,0.0,2-pointer
Mar 11,4,188,348,make,Kobe Bryant,18.0,2-pointer
Mar 11,4,96,169,make,Kobe Bryant,8.0,2-pointer
Mar 11,4,233,411,miss,Kobe Bryant,25.0,3-pointer
Mar 11,4,114,373,miss,Kobe Bryant,15.0,2-pointer
